,Strain Name,Flavors
2108,Margaret Cho-G,"['Sweet', 'Grapefruit', 'Honey']"
2109,Wonder Kid,"['Sweet', 'Citrus', 'Mint']"
2110,Jahwaiian,"['Sweet', 'Tropical', 'Earthy']"
2111,Spoetnik #1,"['Menthol', 'Flowery', 'Lavender']"
2112,Loyalty,"['Pungent', 'Sweet', 'Citrus']"
2113,Concord Grape Blockhead,"['Sweet', 'Grape', '']"
2114,Cherry Grapefruit,"['Apple', 'Apricot', 'Earthy']"
2115,Santa Sativa,"['Blueberry', 'Pepper', 'Berry']"
2116,Taliban Poison,"['Diesel', 'Skunk', 'Pine']"
2117,Easy Bud,"['Sweet', 'Woody', 'Pine']"
2118,Stardawg 91,"['Diesel', 'Pepper', 'Earthy']"
2119,Little Dragon,"['Mint', 'Pungent', 'Woody']"
2120,Pine Queen Dream,"['Pine', 'Woody', 'Blueberry']"
2121,Pine Cone,"['Pine', 'Woody', 'Spicy/Herbal']"
2122,Waldo,"['Spicy/Herbal', 'Earthy', 'Pungent']"
2123,Golden Calyx,"['Sweet', 'Citrus', 'Tropical']"
2124,Queen’s Panties,"['Sweet', 'Berry', 'Blueberry']"
2125,Throwback Kush,"['Earthy', 'Woody', '']"
2126,Molokai Purpz,"['Berry', 'Grape', 'Sweet']"
2127,Sweet Harlem Diesel,"['Pear', 'Diesel', 'Sweet']"
2128,Kuato,"['Sweet', 'Orange', 'Pungent']"
2129,Star 47,"['Earthy', 'Spicy/Herbal', 'Berry']"
2130,South Asian Indica,"['Sweet', '', '']"
2131,Bango,"['Pungent', 'Sweet', 'Citrus']"
2132,Cherry Slyder,"['Sweet', 'Berry', 'Tropical']"
2133,Riddler OG,"['Flowery', 'Earthy', 'Pungent']"
2134,Chem Jong Ill,"['', '', '']"
2135,Hawaiian Mayan Gold,"['Citrus', 'Sweet', 'Tropical']"
2136,Crocketts Haze,"['Citrus', 'Sweet', 'Pungent']"
2137,Lemonchello 28,"['Lemon', 'Citrus', 'Grape']"
2138,OG Sour Diesel,"['Diesel', 'Pungent', 'Spicy/Herbal']"
2139,OG Glue Sniffer,"['Diesel', 'Pungent', 'Sweet']"
2140,Green Magic,"['Flowery', 'Mint', 'Sweet']"
2141,Big Bull,"['Earthy', 'Woody', 'Nutty']"
2142,Strawberry Alien Kush,"['Strawberry', 'Citrus', 'Earthy']"
2143,Ether,"['', '', '']"
2144,Platinum Calyx,"['Berry', 'Grape', 'Lavender']"
2145,Northwest Pineapple,"['Sweet', 'Pineapple', '']"
2146,Raindance,"['Flowery', 'Diesel', 'Lavender']"
2147,Platinum Sour Diesel,"['Sweet', 'Lemon', 'Flowery']"
2148,Atomic,"['Earthy', 'Sweet', 'Woody']"
2149,Big Skunk Korean,"['Flowery', 'Skunk', '']"
2150,Swiss Sativa,"['', '', '']"
2151,Leda Uno,"['', '', '']"
2152,Four Way,"['Pepper', 'Earthy', 'Spicy/Herbal']"
2153,Central American,"['Earthy', 'Spicy/Herbal', 'Grape']"
2154,X-tra Chz,"['Pungent', 'Skunk', 'BlueCheese']"
2155,Grimmdica,"['Earthy', 'Sweet', 'Grape']"
2156,Clockwork Orange,"['Spicy/Herbal', 'Sweet', 'Citrus']"
2157,Gold King’s Thai,"['Earthy', 'Citrus', 'Lime']"
2158,Batgirl,"['', '', '']"
2159,Tahoe Purps,"['Earthy', 'Woody', 'Citrus']"
2160,G-Force,"['', '', '']"
2161,Gelato #33,"['Citrus', 'Sweet', 'Pungent']"
2162,Savage Citrus Sunshine,"['Citrus', 'Grapefruit', 'Earthy']"
2163,Broke Diesel,"['', '', '']"
2164,Sky Master,"['Peach', 'Mint', 'Sweet']"
2165,Fire Alien Strawberry,"['Sweet', 'Spicy/Herbal', 'Strawberry']"
2166,Orange Romulan,"['Citrus', 'Orange', 'Lime']"
2167,Mango Habanero,"['Spicy/Herbal', 'Mango', 'Rose']"
2168,Gummo,"['Citrus', 'Earthy', 'Sweet']"
2169,OG Tonic,"['Earthy', 'Pungent', 'Woody']"
2170,Krakatoa,"['', '', '']"
2171,Mangolicious,"['Sweet', 'Tropical', 'Pineapple']"
2172,Pagoda,"['Tropical', 'Pineapple', 'Mango']"
2173,Jack Burton,"['Sweet', 'Flowery', 'Rose']"
2174,Straight A’s Haze,"['Sweet', 'Pungent', 'Citrus']"
2175,Robert Plant,"['Earthy', 'Woody', 'Pine']"
2176,Velvet Purps,"['Lavender', 'Earthy', 'Berry']"
2177,Vietnamese Bubba,"['', '', '']"
2178,Weebes World,"['', '', '']"
2179,Huckleberry Hound,"['Berry', 'Flowery', 'Earthy']"
2180,Chem Jack,"['Earthy', 'Sweet', 'Flowery']"
2181,Skunk+,"['Pungent', 'Spicy/Herbal', 'Sage']"
2182,Coconut Oil,"['Tropical', 'Flowery', 'Pungent']"
2183,White Walrus,"['', '', '']"
2184,Kush Rise,"['Sweet', 'Tropical', 'Earthy']"
2185,Brain Candy,"['Sweet', '', '']"
2186,Bright Fire,"['Pungent', 'Earthy', 'Citrus']"
2187,Phatt Frutty,"['Lemon', 'Lime', 'Citrus']"
2188,The Gift,"['Citrus', 'Sweet', 'Diesel']"
2189,Chocolate Sap,"['Citrus', 'Skunk', 'Chemical']"
2190,Gabriel Sherbet,"['Sweet', 'Citrus', 'Orange']"
2191,Chicle,"['Diesel', 'Sweet', 'Ammonia']"
2192,Bert’s Cookie Dough,"['', '', '']"
2193,Phantom Arrow,"['TreeFruit', 'Menthol', 'Mint']"
2194,Sorcerers Apprentice,"['Sweet', 'Tropical', '']"
2195,PVC OG,"['', '', '']"
2196,JT15,"['', '', '']"
2197,Orange Afghani,"['Orange', 'Citrus', 'Earthy']"
2198,Skins Skunk,"['Sweet', 'Strawberry', 'Lemon']"
2199,Gorkle,"['Sweet', '', '']"
2200,Lem Chem,"['Citrus', '', '']"
2201,Blue Wonder,"['Blueberry', '', '']"
2202,Bubba’s Bitch,"['Flowery', 'Rose', 'Earthy']"
2203,Smooth Operator,"['Flowery', 'Earthy', 'Pungent']"
2204,White Domina,"['Pine', '', '']"
2205,La Blanca,"['Woody', 'Spicy/Herbal', 'Pepper']"
2206,Tangie Sunrise,"['Citrus', 'Orange', 'Diesel']"
2207,Silver Nina,"['', '', '']"
2208,Double Mint,"['Lemon', 'Mint', 'Citrus']"
2209,Orient Express,"['Nutty', 'Menthol', 'Spicy/Herbal']"
2210,Alf,"['Diesel', 'Tropical', 'Pungent']"
2211,Alpha Cow,"['', '', '']"
2212,X-File,"['', '', '']"
2213,J’s Famous Kush,"['Skunk', 'Pepper', 'Earthy']"
2214,Purple Goat,"['Sweet', 'Orange', 'Lemon']"
2215,Bell Ringer,"['Spicy/Herbal', 'Cheese', 'Sweet']"
2216,Purple Aurora,"['Berry', 'Grape', 'Flowery']"
2217,Fighting Buddha,"['', '', '']"
2218,Hulkamania,"['Earthy', 'Ammonia', 'Sweet']"
2219,Wakanda OG,"['Apple', 'Spicy/Herbal', 'Sweet']"
2220,Irish Cream,"['Earthy', 'Butter', 'Nutty']"
2221,Tangier Chilly,"['Citrus', 'Orange', 'Pine']"
2222,Black D.O.G.,"['Berry', 'Earthy', 'Tar']"
2223,Scroopy Noopers,"['Pungent', 'Coffee', '']"
2224,Hawaiian Trinity,"['Tropical', 'Pungent', 'Sweet']"
2225,Frosty Jesus,"['Diesel', 'Spicy/Herbal', 'Earthy']"
2226,Clementines Terpentine,"['Pine', 'Sweet', 'Citrus']"
2227,Allen Iverson OG,"['', '', '']"
2228,Piña Collision,"['Sweet', 'Orange', 'Tropical']"
2229,The Big Dirty,"['Lemon', 'Earthy', '']"
2230,Zamaldelica,"['Mint', 'Sweet', 'Grapefruit']"
2231,831 OG,"['Cheese', 'Ammonia', 'Diesel']"
2232,Acid Dough,"['Earthy', 'Woody', 'TreeFruit']"
2233,Jilly Dawg,"['Pungent', 'TreeFruit', 'Grape']"
2234,El-Na,"['Earthy', 'Pungent', 'Pine']"
2235,Fred Flipn Stoned,"['Spicy/Herbal', 'Sage', 'TreeFruit']"
2236,Transformer,"['', '', '']"
2237,DJ Smoke,"['Sweet', 'Citrus', 'Lavender']"
2238,C3,"['', '', '']"
2239,Misty Morning,"['Spicy/Herbal', 'Pine', '']"
2240,White Caramel Cookie,"['Earthy', 'Flowery', 'Woody']"
2241,Silver Cindy,"['', '', '']"
2242,Black Magic,"['Earthy', '', '']"
2243,Ridge Berry,"['Earthy', 'Sweet', 'Flowery']"
2244,Ice Princess,"['Menthol', 'Nutty', 'Tropical']"
2245,Star Pupil,"['Plum', 'Lavender', 'Woody']"
2246,Humdinger OG,"['Sweet', 'Apple', 'Woody']"
2247,Corleone Kush The Don Cut,"['', '', '']"
2248,Kaleidos Dope,"['', '', '']"
2249,Honey Rock,"['Honey', '', '']"
2250,Amnesi-K Lemon,"['Sweet', 'Citrus', 'Tropical']"
2251,Aloha Grape Stomper,"['Blueberry', 'Grape', 'Tropical']"
2252,Laughing Gas,"['Diesel', 'Citrus', 'Lemon']"
2253,Grape Dawg,"['Grape', 'Sweet', 'Citrus']"
2254,Murkle,"['Sweet', 'Earthy', 'Pungent']"
2255,Oldtimers Haze,"['Citrus', 'Pine', '']"
2256,Ethiopian,"['Spicy/Herbal', 'Pepper', 'Sweet']"
2257,Purple Tide,"['Nutty', '', '']"
2258,Wembley,"['Sweet', 'Strawberry', 'Grape']"
2259,Honduras,"['', '', '']"
2260,Mendocino Madness,"['Earthy', 'Chestnut', '']"
2261,I-95,"['Diesel', 'Earthy', 'Pungent']"
2262,Hayley’s Haze,"['Sweet', 'Apple', 'Berry']"
2263,Jericho Haze,"['Strawberry', 'Apple', 'Earthy']"
2264,Blueberry Triple OG,"['Sweet', 'Pungent', 'Skunk']"
2265,Purple Frost,"['Earthy', 'Sweet', 'Diesel']"
2266,Galactica OG,"['Pungent', 'Skunk', 'Citrus']"
2267,Tangenesia,"['', '', '']"
2268,Maramota #10,"['Sweet', 'Berry', 'Earthy']"
2269,Capleton,"['Lavender', 'Skunk', 'Spicy/Herbal']"
2270,Secret Garden OG,"['Flowery', 'Lavender', 'Honey']"
2271,Harley Twin,"['Sweet', '', '']"
2272,Magic Jordan,"['Mint', 'Sage', 'Orange']"
2273,GTO,"['Blueberry', '', '']"
2274,Dr. Bubbles,"['', '', '']"
2275,Blush,"['Pepper', 'Earthy', 'Honey']"
2276,Old Mother Sativa,"['', '', '']"
2277,Agape,"['Orange', 'Sweet', 'Blueberry']"
2278,Mango Sherbert,"['Mango', 'Spicy/Herbal', 'Sweet']"
2279,Rozé,"['Orange', 'Lime', 'Lemon']"
2280,Purple Glue,"['', '', '']"
2281,Summer Breeze,"['Flowery', 'Diesel', 'Citrus']"
2282,Pink Panties,"['Sweet', 'Chemical', 'Spicy/Herbal']"
2283,Silver Calyx,"['Lemon', 'TreeFruit', 'Pine']"
2284,Diesel Glue,"['Earthy', 'Pungent', '']"
2285,OG 1 Kenobi,"['Earthy', 'Citrus', 'Tropical']"
2286,Bright Moments,"['Flowery', 'Woody', 'Earthy']"
2287,White Bubblegum,"['Sweet', 'Earthy', 'Flowery']"
2288,Blukashima,"['', '', '']"
2289,Mekamika Haze,"['Pineapple', 'Mango', 'Flowery']"
2290,Double Tap,"['', '', '']"
2291,Royal Tree Sherbet,"['Tropical', 'Sweet', 'Berry']"
2292,Black Roses,"['Flowery', 'Earthy', 'Berry']"
2293,Bubba Fresh,"['Citrus', 'Earthy', 'Pine']"
2294,Tahoe Frostbite,"['', '', '']"
2295,Las Vegas Purple Kush BX,"['Sweet', 'Berry', 'Spicy/Herbal']"
2296,Remo Chemo,"['Spicy/Herbal', 'Pepper', 'Earthy']"
2297,Big Mac,"['Sweet', 'Berry', 'Blueberry']"
2298,Amnesia Ganja Haze,"['Spicy/Herbal', 'Sweet', '']"
2299,Sour Spyder,"['Earthy', 'Pungent', 'Diesel']"
2300,The Sheriff,"['Earthy', 'Woody', '']"
2301,Northern Cross,"['Sweet', 'Flowery', 'Tea']"
2302,Gorilla Snacks,"['Flowery', 'Earthy', 'Pungent']"
2303,Space Poison,"['', '', '']"
2304,Mother of All Cherries,"['Sweet', 'Berry', 'Blueberry']"
2305,Eastern European,"['Earthy', 'Woody', 'Pine']"
2306,Chocolate Drop,"['Earthy', 'Vanilla', '']"
2307,Martian Muffins,"['Nutty', 'Plum', 'Skunk']"
2308,Legend of Nigeria,"['Citrus', 'Earthy', 'Woody']"
2309,Sour Star Head,"['Sweet', 'Tropical', 'Citrus']"
2310,The Wills,"['Pine', 'Pungent', 'Woody']"
2311,Blackberry Fire,"['Berry', 'Sweet', 'Blueberry']"
2312,Bad Azz Kush,"['', '', '']"
2313,DJ Andy Williams,"['', '', '']"
2314,Big Holy Nina,"['Lime', 'Sweet', 'Lemon']"
2315,Government Mule,"['Lemon', 'Flowery', 'Earthy']"
2316,Rigger Kush,"['', '', '']"
2317,Orange Kush Breath,"['Earthy', 'Citrus', 'Orange']"
2318,White Chocolate,"['Flowery', 'Woody', 'Pine']"
2319,Mendo Afgoo,"['Earthy', 'Sweet', 'Pungent']"
2320,Afghanimal,"['Citrus', 'Skunk', '']"
2321,CherWillie,"['Citrus', 'Sweet', 'Strawberry']"
2322,Snow Mountain,"['Flowery', '', '']"
2323,Bubba Doja,"['', '', '']"
2324,Snow Ryder,"['Pepper', 'Mint', 'Earthy']"
2325,Purple Linda,"['', '', '']"
2326,Luca Brasi,"['', '', '']"
2327,Mission Kush,"['Pine', '', '']"
2328,Cherry Sauce,"['Spicy/Herbal', 'Sweet', 'Citrus']"
2329,Lucid Bolt,"['Berry', 'Pine', 'Citrus']"
2330,Rafael,"['Peach', '', '']"
2331,The Ooze,"['Spicy/Herbal', 'Sweet', 'Apple']"
2332,Hawaiian Duckfoot,"['Pineapple', 'Flowery', 'Lavender']"
2333,Fruity Juice,"['', '', '']"
2334,Don Carlos,"['Diesel', 'Sweet', 'Berry']"
2335,Zelda,"['Earthy', 'Sweet', 'Spicy/Herbal']"
2336,Horace,"['Sweet', 'Tropical', 'TreeFruit']"
2337,Karibbean Mango,"['Mango', 'Tropical', 'Peach']"
2338,Thai Fantasy,"['Sweet', 'Pungent', 'Skunk']"
2339,Kreamy Karamel,"['', '', '']"
2340,Dr. Quantum,"['', '', '']"
2341,Calyx OG,"['', '', '']"
2342,Purple Animal Cookies,"['Lavender', 'Earthy', 'Flowery']"
2343,Pestilence,"['', '', '']"
2344,IFC OG,"['', '', '']"
2345,Tonics Web,"['', '', '']"
2346,Violeta,"['Earthy', 'Woody', '']"
2347,Lazy Train,"['', '', '']"
2348,Bodega Bubblegum,"['Sweet', '', '']"
2349,Hannibal Nectar,"['Strawberry', 'Earthy', 'Vanilla']"
2350,American Beauty,"['Tropical', 'Mango', 'Peach']"
2351,Pinkman Goo,"['Sweet', 'Berry', 'Flowery']"
2352,The Vision,"['Ammonia', 'Tobacco', 'Spicy/Herbal']"
2353,True Face,"['Diesel', 'Earthy', 'Pungent']"
2354,Pan Jam,"['Earthy', 'Spicy/Herbal', 'Pepper']"
2355,Trueberry,"['Flowery', 'Berry', 'Citrus']"
2356,Sweet Pure CBD,"['Earthy', 'Pine', '']"
2357,Trap Star,"['Diesel', 'Sweet', 'Pungent']"
2358,High Noon Irish Cream,"['', '', '']"
2359,Dark Shadow Haze,"['Sweet', 'Earthy', 'Diesel']"
2360,Chocolate Lava,"['Earthy', '', '']"
2361,Grape Jelly,"['Grape', 'Sweet', 'Flowery']"
2362,Mountain Girl x Grape Ape,"['', '', '']"
2363,Slice of Heaven,"['Berry', 'Tropical', 'Skunk']"
2364,California Limes,"['Grape', 'Lime', 'Spicy/Herbal']"
2365,Prismatic Jack,"['', '', '']"
2366,Dream Machine,"['Earthy', '', '']"
2367,Deadlights,"['Berry', 'TreeFruit', 'Earthy']"
2368,Banjo,"['Diesel', 'Cheese', 'Pungent']"
2369,Jacks Dragon Girl #7,"['Spicy/Herbal', 'Earthy', 'Woody']"
2370,Siddharthas Dream,"['', '', '']"
2371,Honey Lemon Cheese,"['Spicy/Herbal', 'Honey', 'Woody']"
2372,Tarmonster,"['Grape', 'Lavender', 'Chemical']"
2373,Blackberry Cobbler,"['Sweet', 'Berry', 'Flowery']"
2374,Pineapple Mayhem,"['Citrus', 'Pineapple', '']"
2375,Apollo Haze,"['Strawberry', 'Citrus', 'Lime']"
2376,Karma OG,"['Citrus', 'Earthy', 'Pine']"
2377,Brian Berry Citrus Blend,"['', '', '']"
2378,Pirate Radio,"['', '', '']"
2379,Focaccia,"['', '', '']"
2380,White Ice,"['Citrus', 'Earthy', '']"
2381,California Sour Diesel,"['Diesel', 'Pepper', 'Tar']"
2382,Lemon Banana Sherbet,"['Flowery', 'Skunk', 'Lemon']"
2383,Mendo Queen,"['Earthy', 'Woody', 'Tobacco']"
2384,Kailua Pua,"['Berry', 'Blueberry', 'Grapefruit']"
2385,Truffula Tree,"['Sweet', '', '']"
2386,Death By Cake OG,"['Butter', 'Woody', '']"
2387,Carmel Cough,"['Sweet', 'Berry', 'Blueberry']"
2388,Keystone Kush,"['Earthy', 'Spicy/Herbal', 'Mint']"
2389,Llanera,"['', '', '']"
2390,The Lime,"['', '', '']"
2391,Dirt Nap,"['', '', '']"
2392,Black Out,"['', '', '']"
2393,Grandma Andersons Cookies,"['Sweet', 'Earthy', 'Vanilla']"
2394,Mandarin Cookies,"['Orange', 'Earthy', 'Pungent']"
2395,Animal Blues,"['Earthy', 'Sweet', 'Pungent']"
2396,Ghetto Bird,"['', '', '']"
2397,Jerusalem Express,"['', '', '']"
2398,Zardde Gold,"['', '', '']"
2399,Hazmat OG,"['', '', '']"
2400,PTSD,"['', '', '']"
2401,Cindy Haze,"['', '', '']"
2402,Mexican Kush,"['', '', '']"
2403,Purple Moss,"['', '', '']"
2404,Super Silver Bullet,"['', '', '']"
2405,Purple Killer,"['Earthy', 'Spicy/Herbal', 'Grape']"
2406,Sour Boggle,"['', '', '']"
2407,French Bread,"['Pine', 'Vanilla', 'Coffee']"
2408,F-Cut OG,"['', '', '']"
2409,Sunny D,"['Citrus', 'Orange', 'Sweet']"
2410,Ghostbreath,"['', '', '']"
2411,Peach Crescendo F-1,"['Sweet', 'Citrus', 'Peach']"
2412,Pineapple Zest,"['', '', '']"
2413,Koloa Sunrise,"['', '', '']"
2414,Sweet Cindy,"['', '', '']"
2415,Sorbetto,"['', '', '']"
2416,GlueChee,"['', '', '']"
2417,Spiked Punch,"['', '', '']"
2418,Egyptian Royalty #1,"['', '', '']"
2419,Dreamcatcher,"['Lemon', 'Berry', 'Sweet']"
2420,hai Fantasy,"['', '', '']"
2421,Jorges Diamond,"['Berry', 'Sweet', 'Honey']"
2422,La Reina de Africa,"['Spicy/Herbal', 'Flowery', 'Lavender']"
2423,Caramel Kona Coffee Cookies,"['', '', '']"
2424,Godzilla Blood,"['', '', '']"
2425,Pineapple Calyx,"['', '', '']"
2426,Jacky Girl,"['Citrus', '', '']"
2427,White Ryder,"['', '', '']"
2428,Sugar Pine,"['Citrus', 'Pine', 'Sweet']"
2429,Chocolate Meringue,"['', '', '']"
2430,Intergalactic,"['Pine', 'Diesel', 'Sweet']"
2431,Golden Soda,"['', '', '']"
2432,Afrikaner,"['', '', '']"
2433,Blue J,"['Citrus', 'Lime', 'Blueberry']"
2434,NukeHeads,"['Citrus', 'Lemon', 'Spicy/Herbal']"
2435,Snow Goddess,"['Woody', 'Sweet', 'Pine']"
2436,Foul Mouth,"['Earthy', 'Woody', 'Citrus']"
2437,Marmalade,"['Sweet', 'Skunk', 'Spicy/Herbal']"
2438,Pinewarp,"['TreeFruit', 'Pungent', 'Pine']"
2439,Sizzurp,"['Earthy', 'Citrus', 'Sweet']"
2440,Chocolate Skunk,"['Skunk', '', '']"
2441,Donkey Butter,"['Diesel', 'Earthy', 'Pungent']"
2442,Chem Beyond Diesel CBD,"['', '', '']"
2443,Champagne Diesel,"['Sweet', '', '']"
2444,Durban Princess,"['Citrus', 'Earthy', '']"
2445,Tangie Cookies,"['Orange', 'Sweet', 'Citrus']"
2446,Chocolate Glue,"['Spicy/Herbal', 'Sweet', 'Woody']"
2447,Mighty Quin,"['', '', '']"
2448,Lemon Zest,"['Lemon', 'Spicy/Herbal', 'Lime']"
2449,Lambs in Space,"['Sweet', 'Citrus', 'Pineapple']"
2450,Mystery Jazz,"['Diesel', 'Sweet', 'Tropical']"
2451,Jacks Girl,"['Lemon', 'Sweet', 'Citrus']"
2452,Blue Wolf,"['Sweet', 'Earthy', 'Woody']"
2453,Mighty Glue,"['Earthy', 'Woody', 'Berry']"
2454,Brian Berry Black Currant,"['', '', '']"
2455,Strawberry Snow Cone,"['Strawberry', 'Diesel', 'Sweet']"
2456,Karmarado OG,"['Spicy/Herbal', 'Sage', 'Sweet']"
2457,GDP Electric,"['Sweet', 'Berry', 'Blueberry']"
2458,Michka,"['', '', '']"
2459,BH?,"['', '', '']"
2460,Birds of Paradise,"['Grape', 'Earthy', 'Skunk']"
2461,Mendo Supremo,"['', '', '']"
2462,Punto Rojo (Tierra Adentro),"['Sweet', 'Skunk', 'Pine']"
2463,OGKB,"['Earthy', 'Pine', 'Diesel']"
2464,840,"['', '', '']"
2465,Super Sour Lemon,"['Lemon', 'Sweet', 'Citrus']"
2466,Queen Mother Goji,"['Lemon', '', '']"
2467,Jack of Spades,"['Sweet', 'Earthy', 'Pungent']"
2468,Ocean View,"['Sage', 'Spicy/Herbal', 'Pepper']"
2469,Chuck OG,"['', '', '']"
2470,Diesel Dough,"['Diesel', 'Sweet', 'Earthy']"
2471,Bazooka Joe G,"['Berry', 'Pungent', 'Skunk']"
2472,Pacific Frost,"['Sweet', 'Berry', 'Grape']"
2473,Ramses,"['Spicy/Herbal', 'Sweet', 'Flowery']"
2474,Willie Berrie,"['', '', '']"
2475,Willie Cheesie,"['', '', '']"
2476,Chocolate Cheesecake,"['Flowery', 'Cheese', 'Butter']"
2477,Colorado Chem RBX3,"['', '', '']"
2478,Colin OG S1,"['Diesel', 'Earthy', 'Skunk']"
2479,High Five,"['', '', '']"
2480,Granddaddy Wonder,"['', '', '']"
2481,Havarra Wedding,"['', '', '']"
2482,Red Rhino,"['Spicy/Herbal', 'Mint', 'Earthy']"
2483,The Original Lemonnade,"['Sweet', 'Citrus', 'Lemon']"
2484,Plum Dawg Millionaire,"['', '', '']"
2485,Nchoosha Y,"['', '', '']"
2486,Duct Tape,"['Earthy', 'Skunk', 'Pepper']"
2487,Willies Ghost,"['', '', '']"
2488,Member Berry,"['Sweet', 'Berry', 'Blueberry']"
2489,Sweet & Sour Cindy,"['Grape', 'Grapefruit', '']"
2490,Citradelic Sunset,"['Grapefruit', 'Pungent', 'Skunk']"
2491,Lemon Prevention,"['', '', '']"
2492,Mandarin Dreams,"['Diesel', 'Sweet', 'Citrus']"
2493,Apollo 13 Haze,"['', '', '']"
2494,Magnum Opus,"['', '', '']"
2495,Two Beards,"['', '', '']"
2496,Super Glu,"['Flowery', 'Sweet', 'Earthy']"
2497,The Forbidden Candy,"['', '', '']"
2498,King Thunder Fuck,"['Earthy', 'Citrus', 'Tropical']"
2499,Old Dirty Biker,"['', '', '']"
2500,Wedding Crasher,"['Sweet', 'Berry', 'Grape']"
2501,White Harmony,"['', '', '']"
2502,Hindu Sour,"['', '', '']"
2503,Quad Dawg,"['Lemon', '', '']"
2504,Raspberry Tart,"['', '', '']"
2505,Power Purps,"['', '', '']"
2506,Tina,"['Earthy', '', '']"
2507,White Choco,"['Sweet', 'Earthy', 'Pungent']"
2508,Neil Haze,"['Tropical', 'Spicy/Herbal', 'Earthy']"
2509,Gypsy Kush,"['', '', '']"
2510,Sugar Calyx,"['', '', '']"
2511,Afrodite,"['Woody', 'Sweet', 'Earthy']"
2512,3 Bears OG,"['Sweet', 'Pungent', 'Earthy']"
2513,Cherry Fire,"['Sweet', 'Strawberry', 'Citrus']"
2514,Rebel Tangie Kandy,"['', '', '']"
2515,Burnt Cookies,"['', '', '']"
2516,The Fork,"['', '', '']"
2517,Bubba Hash,"['', '', '']"
2518,ErdPurt,"['', '', '']"
2519,Lemon Créme,"['Lemon', '', '']"
2520,Patti Cake,"['Sweet', 'Earthy', 'Nutty']"
2521,Bangi Haze,"['Spicy/Herbal', 'Citrus', 'Pungent']"
2522,South Asian Sativa,"['Diesel', 'Earthy', '']"
2523,Boombaye,"['', '', '']"
2524,Soulshine Aloha,"['Sweet', 'Earthy', '']"
2525,Blizzard Bush,"['Flowery', 'Earthy', 'Pungent']"
2526,Blue Trane,"['', '', '']"
2527,MC1,"['Diesel', 'Pine', 'Lemon']"
2528,Peyton Manning,"['Earthy', '', '']"
2529,Bootylicious,"['Sweet', 'Earthy', '']"
2530,Confidential Cookies,"['Earthy', 'Sweet', 'Pungent']"
2531,CBD OG,"['Earthy', 'Sage', 'Flowery']"
2532,River Song,"['', '', '']"
2533,Heatwave,"['Diesel', 'Chemical', '']"
2534,999,"['Diesel', 'Tobacco', 'Chemical']"
2535,Lucifer OG,"['Diesel', 'Earthy', 'Woody']"
2536,Bona Dea,"['Spicy/Herbal', 'Sweet', 'Earthy']"
2537,Doctor Jamaica,"['', '', '']"
2538,Gorilla Girl,"['Woody', 'Earthy', 'Diesel']"
2539,Peachy Mack,"['Peach', 'Sweet', 'Berry']"
2540,Princess,"['Earthy', 'Sweet', 'Cheese']"
2541,22,"['Pine', 'Sweet', 'Citrus']"
2542,Sweet Amnesia Haze,"['Sweet', 'Earthy', 'Woody']"
2543,Buddhas Tooth,"['Citrus', 'Violet', 'Pine']"
2544,Perfect Purple,"['Tropical', '', '']"
2545,Fruit Crusher,"['Citrus', 'Earthy', 'Cheese']"
2546,City of God,"['Diesel', 'Earthy', '']"
2547,Carpet Tape,"['Diesel', 'Pungent', 'Skunk']"
2548,Malawi Gold,"['Citrus', 'Lemon', 'Tropical']"
2549,Lime Tart,"['Blueberry', 'Citrus', 'Lime']"
2550,Tangie Biscotti,"['Citrus', 'Orange', 'Pungent']"
2551,Faded Glory,"['', '', '']"
2552,Alien Breath,"['Skunk', '', '']"
2553,Wolfberry,"['Sweet', 'Berry', 'Blueberry']"
2554,Sky Lotus,"['Lemon', 'Earthy', 'Woody']"
2555,LA Cake,"['', '', '']"
2556,Bloodwalker,"['Diesel', 'Sweet', 'Berry']"
2557,OG Purple Fire Thai,"['', '', '']"
2558,Ghost Rider OG,"['Earthy', 'Vanilla', 'TreeFruit']"
2559,Monkey Bread #1,"['', '', '']"
2560,Loud Lemonade,"['Lemon', '', '']"
2561,Kashmir Kush,"['Earthy', 'Berry', 'Mint']"
2562,Eagle Bill,"['', '', '']"
2563,Mountain Thunder,"['Pepper', 'Earthy', 'Woody']"
2564,Cherry Mender,"['Earthy', 'Woody', 'Tea']"
2565,Strawberry Blonde,"['Berry', 'Citrus', 'Lime']"
2566,Goat Head,"['Pineapple', '', '']"
2567,Mauna Kea White Fire OG,"['Flowery', 'Lavender', 'Diesel']"
2568,Orange Snow Cone,"['Citrus', 'Orange', 'Earthy']"
2569,Bleugenius,"['', '', '']"
2570,Aymi,"['', '', '']"
2571,Rocket Fuel,"['Diesel', 'Earthy', 'Pungent']"
2572,Banana Split,"['Tropical', 'Sweet', 'Citrus']"
2573,Placenta,"['Citrus', 'Orange', 'Lemon']"
2574,Humboldt Sour Diesel,"['', '', '']"
2575,Palm Tree CBD,"['Earthy', 'Citrus', 'Woody']"
2576,Sunset,"['Spicy/Herbal', 'Ammonia', 'Woody']"
2577,Stinky Pete,"['Berry', 'Orange', 'Tropical']"
2578,Kerosene,"['', '', '']"
2579,Mendo Montage,"['', '', '']"
2580,Des*Tar Bx,"['Sweet', 'Berry', 'Blueberry']"
2581,Where’s My Bike,"['Citrus', 'Pine', 'Menthol']"
2582,541 Kush,"['', '', '']"
2583,Designer OG,"['', '', '']"
