,Strain Name,Feelings,Type,Cannabinoids,Rating,Rating Users,Left Parent,Right Parent,Left Child,Right Child
4908,Little Dragon,"{'Feelings': ['Happy ', 'Relaxed ', 'Uplifted ', 'Focused ', 'Euphoric '], 'Negatives': ['Dry eyes ', None, None, None, None], 'Helps with': ['Anxiety ', 'Stress ', 'Bipolar disorder ', 'PTSD ', 'Depression ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.8,10,OG Kush,Thai,,
4909,Pie 95,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,Cherry Pie,I-95,Pie Til I Die,Pie of the Tiger
4910,J-27,"{'Feelings': ['Energetic ', 'Uplifted ', 'Focused ', 'Happy ', 'Euphoric '], 'Negatives': ['Dry mouth ', 'Paranoid ', 'Anxious ', 'Dry eyes ', 'Dizzy '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Depression ', 'ADD']}",Sativa,"{'THC': '19%', 'CBD': '—', 'CBG': None}",3.9,33,,,,
4911,Pure Kush,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Happy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Dizzy ', 'Headache '], 'Helps with': ['Insomnia ', 'Stress ', 'Pain ', 'Anxiety ', 'Nausea ']}",Indica,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.2,325,OG Kush,N/A,Apple Kush,Bear Dance
4912,X-Files,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Uplifted ', 'Happy ', 'Aroused '], 'Negatives': ['Dizzy ', 'Dry eyes ', None, None, None], 'Helps with': ['Nausea ', 'Stress ', 'Cramps ', 'Pain ', 'Depression ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.6,11,Sour Diesel,N/A,,
4913,Ain't One,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
4914,Sour Sunset,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Headaches ', 'Pain ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.7,49,Sour Diesel,N/A,,
4915,AK 420,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '12%', 'CBD': None, 'CBG': '1%'}",4.0,1,,,,
4916,Gran Champagne,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",5.0,1,Mimosa,Sour StrawburieD,,
4917,Banana Diesel,"{'Feelings': ['Focused ', 'Happy ', 'Uplifted ', 'Relaxed ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Depression ', 'Migraines ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.1,85,Banana Kush,Super Sour Diesel,,
4918,IG Kush,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Happy ', 'Tingly ', 'Hungry '], 'Negatives': ['Dry eyes ', 'Dry mouth ', None, None, None], 'Helps with': ['Insomnia ', 'Lack of appetite ', 'Pain ', 'Stress ', 'Headaches ']}",Hybrid,"{'THC': '15%', 'CBD': None, 'CBG': '1%'}",4.4,5,OG Kush,Deadhead OG,,
4919,Hippie Chicken,"{'Feelings': ['Euphoric ', 'Happy ', 'Creative ', 'Uplifted ', 'Giggly '], 'Negatives': ['Dry mouth ', 'Dizzy ', 'Dry eyes ', 'Anxious ', None], 'Helps with': ['Anxiety ', 'Stress ', 'Depression ', 'Pain ', 'Nausea ']}",Sativa,"{'THC': '21%', 'CBD': None, 'CBG': '2%'}",4.4,40,,,,
4920,Purple Panda,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",,,,,,
4921,Mendo Bubba,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
4922,Crouching Tiger Hidden Alien,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Tingly '], 'Negatives': ['Dry mouth ', 'Dizzy ', 'Dry eyes ', None, None], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Fatigue ', 'Insomnia ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.8,20,Starfighter,Tiger's Milk,,
4923,Devil's Tit,"{'Feelings': ['Focused ', 'Energetic ', 'Happy ', 'Euphoric ', 'Creative '], 'Negatives': ['Anxious ', 'Dry eyes ', 'Dry mouth ', 'Paranoid ', None], 'Helps with': ['Headaches ', 'Stress ', 'ADD', 'Depression ', 'Cramps ']}",Sativa,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,16,Durban Poison,Cinderella 99,,
4924,Cheddarwurst,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",1.0,1,Exodus Cheese,Space Dawg,,
4925,Purple Queen,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",,,Hindu Kush,Purple Afghani,,
4926,Lemon Marmalade,"{'Feelings': ['Euphoric ', 'Uplifted ', 'Tingly ', 'Relaxed ', 'Happy '], 'Negatives': ['Dry mouth ', 'Anxious ', None, None, None], 'Helps with': ['Stress ', 'Anxiety ', 'Cramps ', 'Headaches ', 'Bipolar disorder ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.8,17,Deadhead OG,N/A,,
4927,Ultra Sour,"{'Feelings': ['Happy ', 'Uplifted ', 'Creative ', 'Euphoric ', 'Relaxed '], 'Negatives': ['Dry eyes ', 'Anxious ', 'Dizzy ', 'Dry mouth ', 'Paranoid '], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Fatigue ', 'Headaches ']}",Sativa,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.6,55,MK Ultra,ECSD,,
4928,Lava Cake,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Uplifted ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Headache ', None], 'Helps with': ['Anxiety ', 'Pain ', 'Stress ', 'Depression ', 'PTSD ']}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.5,112,Thin Mint GSC,Grape Pie,,
4929,Nilla Wafer,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Energetic ', None, None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Insomnia ', None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.8,4,Wedding Cake,Sundae Driver,,
4930,CBD Glue Tide,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
4931,Cookies and Dream,"{'Feelings': ['Happy ', 'Uplifted ', 'Relaxed ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', None], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'PTSD ']}",Hybrid,"{'THC': '12%', 'CBD': '—', 'CBG': None}",4.6,54,Blue Dream,GSC,,
4932,Strawberry Cheesecake,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Pain ', 'Stress ', 'Depression ', 'Anxiety ', 'Lack of appetite ']}",Indica,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.4,195,White Widow,Cheese,,
4933,Plumberry,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '2%'}",5.0,1,,,,
4934,White Grapefruit Cookies,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '15%', 'CBD': None, 'CBG': '1%'}",,,,,,
4935,Purple Goat,"{'Feelings': ['Happy ', 'Uplifted ', 'Relaxed ', 'Talkative ', 'Creative '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Stress ', 'Depression ', 'Insomnia ', 'Pain ', 'Fatigue ']}",Hybrid,"{'THC': '15%', 'CBD': None, 'CBG': '1%'}",4.2,5,Trainwreck,Blueberry Skunk,,
4936,Morning Star,"{'Feelings': ['Uplifted ', 'Euphoric ', 'Happy ', 'Energetic ', 'Talkative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Paranoid '], 'Helps with': ['Stress ', 'Anxiety ', 'Insomnia ', 'Nausea ', 'Pain ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.3,26,,,,
4937,Blue Apricot Sherbert,"{'Feelings': ['Sleepy ', 'Relaxed ', None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,5,,,,
4938,ECSD,"{'Feelings': ['Happy ', 'Energetic ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Pain ', 'Fatigue ']}",Sativa,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.3,249,Sour Diesel,N/A,Casey Jones,Ultra Sour
4939,Brains Damage,"{'Feelings': ['Sleepy ', 'Happy ', 'Relaxed ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dizzy ', 'Dry eyes ', 'Headache '], 'Helps with': ['Insomnia ', 'Stress ', 'Lack of appetite ', 'Depression ', 'Nausea ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,26,Hawaiian,Mango,,
4940,Alien Abduction,"{'Feelings': ['Relaxed ', 'Happy ', 'Focused ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dizzy ', 'Dry eyes ', 'Headache '], 'Helps with': ['Anxiety ', 'Depression ', 'Fatigue ', 'Headaches ', 'Insomnia ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",3.8,17,Alien OG,Alien Dawg,,
4941,Sweet Skunk,"{'Feelings': ['Energetic ', 'Uplifted ', 'Happy ', 'Euphoric ', 'Creative '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dizzy ', 'Headache ', 'Dry eyes '], 'Helps with': ['Stress ', 'Pain ', 'Depression ', 'Insomnia ', 'Lack of appetite ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,16,Northern Lights,Skunk 1,,
4942,Harle-Tsu,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Focused ', 'Euphoric '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Anxious '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Inflammation ', 'Depression ']}",Hybrid,"{'THC': '—', 'CBD': '11%', 'CBG': None}",4.5,345,Harlequin,Sour Tsunami,Ringo's Gift,Stephen Hawking Kush
4943,Spaceberry,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",4.0,1,,,,
4944,Over Flo,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '22%', 'CBD': '—', 'CBG': None}",,,,,,
4945,Fruit Salad,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '14%', 'CBD': '—', 'CBG': None}",,,,,,
4946,Yabba Dabba Diesel,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",,,,,,
4947,Peach Kush,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
4948,Tangie Burn OG,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Happy ', 'Giggly ', 'Focused '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Cramps ', 'Depression ', 'Muscle spasms ', 'Pain ', 'Stress ']}",,"{'THC': None, 'CBD': None, 'CBG': None}",4.0,1,,,,
4949,Rug Burn OG,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', None, None], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Pain ', 'Nausea ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,126,Ghost OG,N/A,Darkside OG,Sunburn
4950,Crazy Miss Hyde,"{'Feelings': ['Uplifted ', 'Euphoric ', 'Happy ', 'Relaxed ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dry eyes ', None, None], 'Helps with': ['Pain ', 'Depression ', 'Inflammation ', 'Nausea ', 'ADD']}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.6,24,Northern Lights,Belladonna,,
4951,Deep Purple,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Euphoric ', 'Happy ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Anxious '], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '16%', 'CBD': '—', 'CBG': None}",3.8,90,Purple Urkle,Querkle,,
4952,Facewreck,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.0,1,,,,
4953,Sugar Biscuit,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",5.0,1,Sensi Star,Blue Hawaiian,,
4954,Tangie,"{'Feelings': ['Happy ', 'Uplifted ', 'Energetic ', 'Euphoric ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Fatigue ', 'Pain ']}",Sativa,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.4,1216,California Orange,N/A,Tropicana Cookies,Clementine
4955,Bugatti,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Uplifted ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Anxious ', 'Dizzy '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Migraines ', 'Eye pressure ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,54,OG Kush,N/A,,
4956,L.A. Sorbet,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,LA Confidential,N/A,,
4957,Luxuriotti,"{'Feelings': ['Relaxed ', 'Happy ', 'Focused ', None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,2,,,,
4958,Strawberry Glue,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '26%', 'CBD': None, 'CBG': '1%'}",4.0,2,,,,
4959,Big Apple,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,1,,,,
4960,Durban,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
4961,Gypsy Kush,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,2,Afghani,Black Domina,,
4962,Trap Star,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Sleepy ', 'Hungry '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Paranoid ', None, None], 'Helps with': ['Pain ', 'Stress ', 'Depression ', 'Arthritis ', 'Insomnia ']}",Indica,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",4.8,17,LA OG,N/A,,
4963,KK29,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
4964,Face Off Bx2,"{'Feelings': ['Uplifted ', 'Tingly ', 'Relaxed ', 'Happy ', 'Focused '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Headaches ', 'Pain ', 'Seizures ', 'Stress ']}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.0,1,Face Off OG,N/A,,
4965,Alice in Wonderland,"{'Feelings': ['Euphoric ', 'Happy ', 'Uplifted ', 'Relaxed ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Paranoid ', 'Dizzy '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Fatigue ', 'ADD']}",Sativa,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.5,111,Willy's Wonder,N/A,,
4966,Serious Happiness,"{'Feelings': ['Happy ', 'Relaxed ', 'Uplifted ', 'Euphoric ', 'Talkative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Anxious ', 'Dizzy '], 'Helps with': ['Depression ', 'Stress ', 'Pain ', 'Anxiety ', 'Lack of appetite ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.3,23,AK-47,Warlock,,
4967,Black Jack,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Euphoric ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Depression ', 'PTSD ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,485,Jack Herer,Black Domina,Sweet Cheese,Jackalope
4968,Golden Tiger,"{'Feelings': ['Talkative ', 'Happy ', 'Energetic ', 'Uplifted ', 'Euphoric '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Paranoid ', 'Anxious ', 'Dizzy '], 'Helps with': ['Depression ', 'Anxiety ', 'Fatigue ', 'Stress ', 'Hypertension ']}",Sativa,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,14,Malawi,N/A,,
4969,Blue Sherbert,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Uplifted ', 'Happy ', 'Focused '], 'Negatives': ['Dry eyes ', 'Dizzy ', 'Dry mouth ', 'Headache ', None], 'Helps with': ['Depression ', 'Lack of appetite ', 'Stress ', 'Anxiety ', 'Insomnia ']}",Hybrid,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.4,33,Sherbert,Blue Cookies,,
4970,ONYCD,"{'Feelings': ['Hungry ', 'Happy ', 'Giggly ', 'Focused ', 'Euphoric '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Depression ', 'Fatigue ', 'Arthritis ', 'Bipolar disorder ', 'Cancer ']}",,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",5.0,2,,,,
4971,Stretch,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
4972,Citrus OG,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
4973,Puck Yeah,"{'Feelings': ['Euphoric ', 'Happy ', 'Sleepy ', 'Relaxed ', 'Hungry '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Depression ', 'Insomnia ', 'Inflammation ', 'Lack of appetite ', 'Pain ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.7,15,Northern Lights,N/A,,
4974,Cookie Wreck,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Uplifted ', 'Tingly '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Anxious '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Depression ', 'Muscle spasms ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.6,117,GSC,Trainwreck,,
4975,Slazerbeam,"{'Feelings': ['Happy ', 'Uplifted ', 'Energetic ', 'Relaxed ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Pain ', 'Stress ', 'Depression ', 'Anxiety ', 'Headaches ']}",Sativa,"{'THC': None, 'CBD': None, 'CBG': None}",4.6,24,Super Lemon Haze,N/A,,
4976,Ghost Cookies,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Euphoric ', 'Sleepy '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Anxious ', 'Dizzy ', 'Paranoid '], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Insomnia ', 'Anxiety ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.8,35,GSC,Ghost OG,,
4977,Bubba Berry,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Euphoric ', 'Hungry ', 'Happy '], 'Negatives': ['Dry eyes ', 'Dry mouth ', None, None, None], 'Helps with': ['Stress ', 'Anxiety ', 'PTSD ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '15%', 'CBD': None, 'CBG': '1%'}",4.9,14,Pre-98 Bubba Kush,DJ Short Blueberry,,
4978,Candyland,"{'Feelings': ['Happy ', 'Uplifted ', 'Euphoric ', 'Relaxed ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Paranoid '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Pain ', 'Fatigue ']}",Sativa,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.5,1097,Granddaddy Purple,Platinum Cookies,SPK,False Teeth
4979,LSD,"{'Feelings': ['Euphoric ', 'Happy ', 'Uplifted ', 'Relaxed ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Pain ', 'Lack of appetite ']}",Hybrid,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.3,1097,Skunk 1,Mazar I Sharif,White LSD,Blue Sky
4980,Jacked-Up,"{'Feelings': ['Uplifted ', 'Energetic ', 'Happy ', 'Hungry ', 'Talkative '], 'Negatives': ['Dry mouth ', 'Headache ', 'Anxious ', 'Paranoid ', None], 'Helps with': ['Stress ', 'Fatigue ', 'Depression ', 'Lack of appetite ', 'ADD']}",Hybrid,"{'THC': '1%', 'CBD': None, 'CBG': None}",4.1,22,Jack Herer,Timewreck,,
4981,Lake of Fire,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', None], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Depression ', 'PTSD ']}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.5,55,GG4,Kobain Kush,,
4982,Gorilla Bomb,"{'Feelings': ['Uplifted ', 'Focused ', 'Relaxed ', 'Hungry ', None], 'Negatives': ['Dry mouth ', 'Headache ', None, None, None], 'Helps with': ['Cramps ', 'Fatigue ', 'Insomnia ', 'Lack of appetite ', 'Muscle spasms ']}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",3.0,4,,,,
4983,Pineapple Royal,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '15%', 'CBD': '—', 'CBG': None}",,,,,,
4984,Puna Buddaz,"{'Feelings': ['Uplifted ', 'Happy ', 'Relaxed ', 'Giggly ', 'Euphoric '], 'Negatives': ['Anxious ', 'Dizzy ', 'Dry eyes ', 'Dry mouth ', None], 'Helps with': ['Pain ', 'Stress ', 'Inflammation ', 'Lack of appetite ', 'Nausea ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,6,,,,
4985,Ogre Berry,"{'Feelings': ['Happy ', 'Giggly ', 'Uplifted ', 'Relaxed ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', None], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Fatigue ', 'Lack of appetite ']}",Indica,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.5,14,Afghani,Ogre,,
4986,Alien Bubba,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Sleepy ', 'Happy ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Anxious '], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '15%', 'CBD': '—', 'CBG': None}",4.7,100,Bubba Kush,Alien Kush,,
4987,The One,"{'Feelings': ['Happy ', 'Relaxed ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', None, None], 'Helps with': ['Depression ', 'Pain ', 'Stress ', 'Anxiety ', 'Fatigue ']}",Hybrid,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.8,37,,,,
